emp_no,first_name,last_name,title,from_date,salary
295701,Berto,Hegner,Senior Engineer,1987-12-19,49077
253381,Berto,Henders,Senior Staff,1988-02-05,40000
290903,Berto,Hettesheimer,Senior Staff,1987-01-17,71557
434431,Berto,Hiroyama,Staff,1985-06-07,77293
277869,Berto,Kakkar,Engineer,1994-06-22,55457
403064,Berto,Kornyak,Engineer,1998-05-30,58553
264884,Berto,Lambe,Senior Engineer,1987-08-31,61604
108138,Berto,Middleton,Senior Staff,1986-03-03,67590
263062,Berto,Piancastelli,Engineer,1985-08-14,55805
498860,Berto,Pietrzykowski,Technique Leader,1998-07-31,42782
488500,Berto,Rabehasaina,Senior Engineer,1985-10-23,47499
229461,Berto,Raczkowsky,Staff,1996-06-02,77682
289674,Berto,Ranta,Technique Leader,1988-03-21,40000
22269,Berto,Reeken,Senior Staff,1999-08-12,40000
16094,Berto,Rosar,Senior Engineer,1993-07-18,40000
434950,Berto,Sadowski,Senior Engineer,1987-06-14,40000
492419,Berto,Shanbhogue,Engineer,1992-09-26,40000
76580,Berto,Sinicrope,Senior Engineer,1987-09-14,46287
51645,Berto,Stassinopoulos,Engineer,1988-09-07,48041
260017,Berto,Swist,Engineer,1997-12-10,55690
296061,Berto,Tibblin,Staff,1997-07-18,65679
229927,Berto,Valiente,Engineer,1987-10-16,57182
285268,Berto,Valtorta,Senior Engineer,1987-09-07,57369
452779,Berto,Verhaegen,Senior Engineer,1988-05-14,40000
219436,Berto,Zambonelli,Senior Staff,1986-05-22,43209
260634,Beshir,Angelov,Senior Staff,1988-02-09,67532
99643,Beshir,Babu,Senior Staff,1985-05-03,58318
445934,Beshir,Casperson,Staff,1998-12-07,57681
217820,Beshir,Crabtree,Engineer,1986-04-05,54939
415865,Beshir,Fujisawa,Technique Leader,1994-07-03,44474
237445,Beshir,Furedi,Engineer,1996-06-02,49551
469358,Beshir,Haraldson,Senior Staff,1988-09-23,43899
256137,Beshir,Kamble,Staff,1999-04-11,78973
62793,Beshir,Klerer,Senior Engineer,1985-04-20,46484
438052,Beshir,Legleitner,Engineer,1996-10-14,42797
224680,Beshir,Liedekerke,Senior Staff,1986-07-22,81138
34690,Beshir,Litzkow,Senior Engineer,1993-01-15,75200
477985,Beshir,Mattern,Senior Engineer,1985-05-03,40000
297528,Beshir,Meszaros,Technique Leader,1997-08-18,40000
44002,Beshir,Murthy,Engineer,1996-02-08,40000
90453,Beshir,Pashtan,Engineer,1996-07-18,83673
429038,Beshir,Pauthner,Senior Engineer,1985-08-30,55035
92082,Beshir,Peris,Senior Staff,1987-11-30,40000
81537,Beshir,Pezzoli,Staff,1986-07-07,56162
237310,Beshir,Polajnar,Staff,1992-07-18,40000
106425,Beshir,Rohrbach,Senior Engineer,1988-08-07,47711
244804,Beshir,Serre,Senior Engineer,1986-12-08,49348
47462,Beshir,Sooriamurthi,Senior Staff,1986-09-29,51389
437233,Beshir,Stroustrup,Senior Engineer,1988-06-13,76122
74779,Beshir,Thibadeau,Staff,1985-02-27,64227
484793,Beshir,Vadhan,Senior Staff,1986-11-05,65549
93790,Beshir,Wursthorn,Senior Staff,1988-03-05,40000
297135,Bezalel,Acton,Senior Engineer,1994-05-22,44022
100845,Bezalel,Angelov,Assistant Engineer,1985-03-12,70698
474366,Bezalel,Asrin,Senior Engineer,1985-12-24,54235
11251,Bezalel,Chinal,Senior Staff,1986-06-15,69432
230771,Bezalel,Colorni,Engineer,1998-01-09,40865
288511,Bezalel,Decleir,Staff,1987-10-26,48062
440383,Bezalel,Denny,Senior Engineer,1985-11-16,40000
103663,Bezalel,Edelhoff,Assistant Engineer,1988-11-29,40000
22584,Bezalel,Feldhoffer,Engineer,1999-11-30,40000
221905,Bezalel,Ferretti,Staff,1997-01-25,40000
33927,Bezalel,Haumacher,Senior Engineer,1986-11-14,53116
489890,Bezalel,Hebert,Senior Staff,1986-06-03,54681
66604,Bezalel,Hiroyama,Senior Engineer,1988-02-09,40000
221417,Bezalel,Kisuki,Engineer,1985-05-31,40000
48031,Bezalel,Klassen,Senior Engineer,1987-05-21,40000
402056,Bezalel,Larfeldt,Staff,1988-11-23,55983
499342,Bezalel,Limongiello,Senior Staff,1993-03-20,75868
255332,Bezalel,Maksimenko,Senior Staff,1994-02-13,40000
234100,Bezalel,Melichar,Staff,1991-03-03,56423
252391,Bezalel,Morton,Senior Staff,1998-07-30,40000
248979,Bezalel,Pezzoli,Senior Staff,1985-08-16,90062
437830,Bezalel,Plotkin,Senior Staff,1985-02-20,74145
45130,Bezalel,Puppe,Senior Staff,1986-02-01,40000
400302,Bezalel,Redmiles,Staff,1991-02-01,75341
484000,Bezalel,Reeker,Senior Engineer,1987-09-20,51418
412072,Bezalel,Rindone,Staff,1988-03-16,64550
462387,Bezalel,Rossi,Senior Staff,1987-05-01,76090
16999,Bezalel,Sadowsky,Staff,1996-12-22,40000
412295,Bezalel,Scharstein,Staff,1998-09-28,54686
261486,Bezalel,Schreiter,Senior Staff,1992-07-21,40000
441480,Bezalel,Spataro,Senior Staff,1990-08-19,82465
98457,Bezalel,Standera,Senior Staff,1985-08-28,57936
286057,Bezalel,Stellhorn,Engineer,1986-04-12,40000
452798,Bezalel,Tsukune,Senior Engineer,1985-05-27,50486
59707,Bezalel,Tyugu,Senior Staff,1987-02-16,48683
426466,Bikash,Andreotta,Senior Staff,1985-03-04,47163
59140,Bikash,Anido,Senior Engineer,1996-02-25,40000
285514,Bikash,Azevdeo,Senior Staff,1989-11-13,61343
234105,Bikash,Broder,Senior Staff,1988-09-08,68712
459679,Bikash,Budinsky,Senior Engineer,1987-05-17,64270
425015,Bikash,Cannata,Staff,1985-07-20,92311
108891,Bikash,Chiodo,Staff,1992-03-13,86860
482356,Bikash,Decaestecker,Senior Staff,1987-07-16,73118
425976,Bikash,Dulay,Staff,1996-04-07,40000
208107,Bikash,Fargier,Senior Staff,1987-02-08,53674
481502,Bikash,Fordan,Senior Engineer,1995-04-13,40000
477783,Bikash,Gajiwala,Engineer,1998-10-27,40000
103107,Bikash,Georgatos,Staff,1988-04-03,40000
13305,Bikash,Herath,Staff,1985-07-17,104969
49382,Bikash,Kalefeld,Staff,1985-12-17,40000
406112,Bikash,Khalid,Engineer,1988-06-18,41044
475462,Bikash,Marquardt,Staff,1987-10-01,67857
425948,Bikash,Matzke,Senior Engineer,1998-06-11,40000
217768,Bikash,Merro,Senior Engineer,1997-11-12,45602
210206,Bikash,Munck,Staff,1987-06-02,40000
482539,Bikash,Pehl,Engineer,1995-06-08,40000
481695,Bikash,Pusterhofer,Senior Staff,1993-05-21,40000
446026,Bikash,Ritcey,Staff,1987-09-21,64516
466111,Bikash,Rosti,Senior Engineer,1994-03-28,44162
261262,Bikash,Schahn,Staff,1987-01-17,51622
55285,Bikash,Siegrist,Engineer,1987-07-01,58519
91947,Bikash,Slaats,Senior Engineer,1995-09-30,40000
413276,Bikash,Stamatiou,Engineer,1988-11-21,40000
31362,Bikash,Straney,Senior Engineer,1987-04-15,40000
483277,Bikash,Stroustrup,Engineer,1992-11-08,40000
97523,Bikash,Suppi,Staff,1987-10-05,50418
37850,Bikash,Underwood,Senior Engineer,1990-12-05,40000
202423,Bikash,Veeraraghavan,Staff,1988-05-07,65110
88803,Bikash,Zambonelli,Senior Engineer,1985-09-01,73382
226708,Bikash,Zedlitz,Staff,1986-11-29,52976
431367,Bilhanan,Bale,Senior Staff,1987-12-15,55457
64495,Bilhanan,Bazelow,Senior Staff,1986-06-06,42062
428851,Bilhanan,Berendt,Senior Engineer,1986-05-31,45101
273925,Bilhanan,Cheshire,Senior Staff,1985-10-20,53991
224206,Bilhanan,Ciolek,Senior Staff,1994-06-17,64536
293415,Bilhanan,Einsfeld,Staff,1991-01-18,51736
200150,Bilhanan,Famili,Staff,1992-02-29,42470
271532,Bilhanan,Heering,Senior Staff,1986-04-27,62951
449246,Bilhanan,Kamber,Staff,1997-03-07,40000
282314,Bilhanan,Karcich,Engineer,1986-08-31,40000
61992,Bilhanan,Kitsuregawa,Senior Engineer,1988-02-20,40000
59251,Bilhanan,Liesche,Staff,1996-01-28,40000
457062,Bilhanan,Lores,Senior Staff,1986-01-19,73892
246160,Bilhanan,McFarlin,Senior Engineer,1988-09-13,52282
471745,Bilhanan,Munos,Engineer,1988-06-29,40000
446287,Bilhanan,Nyrup,Senior Engineer,1985-09-10,45884
456244,Bilhanan,Papsdorf,Staff,1987-11-02,40000
75221,Bilhanan,Pelc,Senior Staff,1986-03-15,40000
459633,Bilhanan,Poupard,Engineer,1985-06-02,59278
72071,Bilhanan,Rullman,Senior Staff,1990-01-24,71314
494776,Bilhanan,Schmittgen,Senior Engineer,1986-05-20,40000
12089,Bilhanan,Socorro,Senior Staff,1986-10-22,46288
51163,Bilhanan,Strehl,Senior Staff,1999-03-10,78095
463393,Bilhanan,Takkinen,Engineer,1988-01-21,40000
82796,Bilhanan,Verhaegen,Staff,1987-03-27,40000
410063,Bilhanan,Willoner,Engineer,1992-10-09,40000
101688,Bilhanan,Worfolk,Engineer,1998-04-16,40000
453600,Billie,Bahk,Senior Engineer,1988-01-08,40000
436869,Billie,Barinka,Engineer,1986-11-19,67335
16324,Billie,Bazzichi,Staff,1998-05-04,40000
440381,Billie,Beerel,Technique Leader,1993-04-09,78007
226019,Billie,Bellmore,Staff,1989-04-07,65392
295842,Billie,Bratsberg,Senior Engineer,1985-06-30,47474
245268,Billie,Caine,Engineer,1995-02-04,42126
32578,Billie,Chleq,Staff,1992-06-13,48555
458966,Billie,Ciolek,Senior Engineer,1987-08-24,67776
109189,Billie,Codenie,Senior Staff,1996-07-05,73531
486146,Billie,Coullard,Engineer,1989-11-08,40000
421499,Billie,Danecki,Senior Engineer,1993-06-24,53695
425796,Billie,Erman,Engineer,1987-01-10,44461
89613,Billie,Feldmann,Senior Staff,1986-07-04,53494
474528,Billie,Georg,Assistant Engineer,1991-12-05,64445
443240,Billie,Gimbel,Engineer,1987-11-06,40000
205791,Billie,Grabner,Engineer,1992-10-13,42182
258153,Billie,Guting,Engineer,1985-04-21,40000
296984,Billie,Harbusch,Senior Engineer,1993-02-18,49557
220009,Billie,Kakkad,Senior Staff,1986-06-08,49553
231635,Billie,Kalafatis,Technique Leader,1985-03-21,40000
42811,Billie,Khalid,Senior Staff,1989-07-08,40000
427918,Billie,Llado,Engineer,1985-10-13,50244
467804,Billie,Merli,Senior Staff,1988-09-07,62519
463042,Billie,Peron,Engineer,1994-08-16,40000
206697,Billie,Quaggetto,Staff,1996-10-03,84926
80579,Billie,Schnabel,Senior Staff,1988-03-19,50433
20728,Billie,Sessa,Senior Staff,1988-02-18,98529
461751,Billie,Terlouw,Engineer,1997-01-03,40000
45251,Billur,Brandsma,Senior Staff,1987-05-08,80647
401465,Billur,Chinen,Staff,1988-07-24,49049
405256,Billur,Domenig,Senior Staff,1987-06-14,78245
204254,Billur,Famili,Engineer,1985-07-02,50770
236839,Billur,Goldhammer,Staff,1987-11-19,46978
261607,Billur,Gunderson,Engineer,1985-04-16,59171
10867,Billur,Gyorkos,Engineer,1997-03-23,40000
73400,Billur,Heemskerk,Engineer,1990-01-21,61259
475760,Billur,Hockney,Engineer,1986-12-05,62078
210665,Billur,Hutton,Senior Engineer,1986-02-12,40000
242993,Billur,Lorch,Engineer,1989-06-24,70425
21697,Billur,Luke,Staff,1987-12-20,78956
294546,Billur,Magliocco,Senior Engineer,1986-09-24,48289
454368,Billur,Merey,Engineer,1996-02-23,40000
202944,Billur,Montemayor,Engineer,1994-06-03,54282
48648,Billur,Munck,Senior Engineer,1992-12-11,45234
211837,Billur,Porotnikoff,Engineer,1995-06-28,40000
39695,Billur,Preusig,Staff,1986-05-06,58290
267467,Billur,Ramsak,Staff,1995-12-29,72373
74642,Billur,Range,Assistant Engineer,1988-03-14,40000
412441,Billur,Rassart,Senior Staff,1987-03-26,55202
105781,Billur,Rousseau,Staff,1987-10-18,43821
217276,Billur,Schapire,Senior Engineer,1986-11-14,40000
221221,Billur,Sewelson,Senior Engineer,1987-09-14,66923
249439,Billur,Sidhu,Engineer,1998-10-25,65081
60303,Billur,Solares,Senior Staff,1988-08-27,57664
69888,Billur,Speel,Technique Leader,1988-06-06,61912
417521,Billur,Strandh,Engineer,1986-02-03,53867
223425,Billur,Weedon,Staff,1996-07-14,44352
425104,Billur,Zolotykh,Staff,1988-04-26,55161
203024,Billur,Zongker,Senior Engineer,1987-03-09,43314
94734,Bingning,Anguita,Senior Engineer,1987-12-01,70247
443631,Bingning,Braunmuhl,Staff,1988-05-01,61070
408818,Bingning,Coorg,Staff,1998-03-04,40000
37562,Bingning,Eugenio,Staff,1995-01-19,46045
78085,Bingning,Gargeya,Senior Engineer,1990-11-11,40000
286632,Bingning,Ghemri,Staff,1999-07-31,54542
255911,Bingning,Gladwell,Senior Engineer,1986-07-15,40591
433160,Bingning,Hutter,Staff,1997-09-21,40000
71472,Bingning,Irland,Technique Leader,1986-04-26,41419
403411,Bingning,Kadhim,Engineer,1991-08-31,49715
488580,Bingning,Kieras,Engineer,1988-02-20,41656
284905,Bingning,Koshino,Engineer,1987-02-05,62091
213958,Bingning,Kossowski,Senior Staff,1988-11-16,40000
79285,Bingning,Lieblein,Engineer,1997-09-26,49127
54389,Bingning,Linares,Senior Engineer,1988-08-14,40000
38791,Bingning,Meszaros,Senior Engineer,1988-03-20,41678
458712,Bingning,Miake,Senior Engineer,1992-12-29,49997
427488,Bingning,Norsworthy,Staff,1985-04-19,66775
91632,Bingning,Penn,Senior Staff,1987-09-03,78977
499688,Bingning,Perin,Senior Staff,1987-04-09,104279
17727,Bingning,Picaronny,Senior Staff,1987-06-30,40000
444410,Bingning,Ponthieu,Engineer,1991-12-01,40000
466264,Bingning,Ramsak,Senior Staff,1988-10-28,40000
429194,Bingning,Scharstein,Engineer,1992-10-21,40000
281643,Bingning,Schrooten,Senior Staff,1988-06-17,44730
54232,Bingning,Stamatiou,Engineer,1986-03-15,45383
261421,Bingning,Tramer,Senior Staff,1988-03-09,51817
253539,Bingning,Varker,Senior Engineer,1987-12-26,55127
80801,Bluma,Ambroszkiewicz,Senior Staff,1996-03-09,71885
214697,Bluma,Awdeh,Engineer,1987-12-30,48103
42642,Bluma,Broder,Senior Staff,1991-04-17,102424
254863,Bluma,Calkin,Engineer,1986-08-03,49842
443666,Bluma,Cherinka,Senior Engineer,1985-11-25,48698
244013,Bluma,Cronau,Engineer,1996-10-10,56654
71842,Bluma,Cummings,Senior Staff,1992-12-28,68393
480369,Bluma,Desikan,Senior Staff,1988-10-07,40000
30537,Bluma,Gini,Engineer,1986-10-19,40000
262938,Bluma,Goodrum,Technique Leader,1994-09-06,70227
267362,Bluma,Impagliazzo,Engineer,1988-06-11,74267
264802,Bluma,Kroll,Engineer,1987-05-21,46915
271451,Bluma,Leijenhorst,Senior Staff,1988-10-08,86718
432804,Bluma,McDermid,Senior Staff,1990-07-15,65010
285137,Bluma,Ohori,Senior Engineer,1986-03-03,66028
421738,Bluma,Olano,Staff,1993-02-16,66126
481506,Bluma,Rehfuss,Staff,1998-11-11,78393
90589,Bluma,Reinhard,Engineer,1985-12-01,40000
441918,Bluma,Rettelbach,Senior Staff,1987-12-01,53325
263082,Bluma,Roisin,Senior Staff,1988-12-02,52476
439204,Bluma,Ruther,Assistant Engineer,1994-07-10,55158
416879,Bluma,Schrooten,Senior Staff,1999-05-17,79501
74069,Bluma,Schusler,Senior Staff,1987-04-07,75624
407007,Bluma,Shobatake,Assistant Engineer,1993-12-28,51686
444209,Bluma,Shumilov,Engineer,1988-03-10,45665
64782,Bluma,Sommer,Senior Engineer,1989-11-06,42918
484349,Bluma,Swiss,Engineer,1999-05-13,40000
39426,Bluma,Tanemo,Engineer,1989-05-25,51988
74695,Bluma,Yamaashi,Senior Engineer,1987-04-25,51493
10672,Bluma,Zeilberger,Senior Engineer,1991-09-29,64663
213513,Bluma,Zyda,Senior Engineer,1996-12-05,48155
102410,Boalin,Alpay,Staff,1986-10-17,82433
272093,Boalin,Alpin,Senior Engineer,1999-03-31,76739
232569,Boalin,Benzaken,Senior Staff,1986-08-18,67267
427682,Boalin,Birta,Senior Staff,1999-11-30,78669
254883,Boalin,Brattka,Senior Staff,1989-03-01,40000
26753,Boalin,Decaestecker,Senior Staff,1985-10-16,58599
472764,Boalin,Emden,Senior Engineer,1985-08-04,53608
64832,Boalin,Emmerich,Engineer,1988-05-16,66423
69717,Boalin,Gecsei,Staff,1996-12-10,64475
89843,Boalin,Ghelli,Staff,1996-02-23,50540
27762,Boalin,Griswold,Staff,1991-04-09,57852
223891,Boalin,Kropp,Senior Engineer,1987-10-29,65677
63437,Boalin,Lowrie,Staff,1985-10-09,67971
26169,Boalin,Luca,Senior Engineer,1985-05-20,69803
469608,Boalin,Merle,Staff,1988-05-02,74634
87078,Boalin,Muntz,Senior Engineer,1993-01-22,41587
28504,Boalin,Peng,Senior Engineer,1991-08-06,68605
43605,Boalin,Rodite,Senior Staff,1993-11-19,91158
217135,Boalin,Thummel,Assistant Engineer,1999-12-27,40000
265606,Boalin,Zhang,Engineer,1986-12-23,40000
19393,Boaz,Back,Senior Staff,1986-12-04,52070
64477,Boaz,Belinskaya,Assistant Engineer,1990-01-20,40000
258010,Boaz,Birch,Senior Engineer,1985-02-18,44728
463552,Boaz,Brodie,Staff,1996-07-07,40000
214540,Boaz,Butner,Senior Staff,1989-06-02,41346
241984,Boaz,Callaway,Engineer,1985-06-12,61084
250714,Boaz,Conte,Engineer,1987-09-27,54322
404057,Boaz,Decaestecker,Technique Leader,1987-02-06,40000
401255,Boaz,Docker,Senior Engineer,1991-06-30,40000
254563,Boaz,Dulin,Senior Staff,1994-06-28,56737
52712,Boaz,Giveon,Senior Engineer,1986-02-22,42070
60147,Boaz,Herbst,Technique Leader,1998-04-16,46117
421324,Boaz,Heuter,Staff,1999-11-10,40000
38717,Boaz,Honiden,Staff,1990-02-24,40907
215829,Boaz,Jumpertz,Engineer,1986-10-20,49791
79338,Boaz,Kading,Engineer,1997-05-11,40000
287886,Boaz,Khalid,Senior Staff,1985-04-19,43512
404739,Boaz,Linnainmaa,Senior Staff,1987-10-12,65288
216423,Boaz,Lorcy,Engineer,1985-05-02,40000
256407,Boaz,Mawatari,Senior Staff,1985-06-17,44973
87246,Boaz,Melichar,Senior Staff,1994-01-21,83488
90029,Boaz,Melton,Senior Engineer,1987-11-02,66490
22480,Boaz,Mikschl,Staff,1986-01-31,78893
262715,Boaz,Montresor,Engineer,1989-10-14,40000
11112,Boaz,Mukaidono,Staff,1995-04-28,40000
247086,Boaz,Mundy,Senior Staff,1998-11-02,53028
234314,Boaz,Nittel,Senior Staff,1988-03-08,40000
447517,Boaz,Oskamp,Technique Leader,1990-01-28,67768
424192,Boaz,Rosenbaum,Senior Staff,1987-05-29,63972
213734,Boaz,Sessa,Staff,1987-07-24,56166
257078,Boaz,Siepmann,Engineer,1990-01-24,40000
400387,Boaz,Spinelli,Senior Staff,1985-11-06,75332
297656,Boaz,Tchuente,Staff,1988-04-29,61464
208500,Boaz,Yurek,Senior Staff,1990-01-07,40000
269271,Boaz,Zizka,Staff,1987-08-05,71177
486205,Bodh,Baez,Engineer,1991-11-09,40875
81177,Bodh,Berendt,Assistant Engineer,1998-10-02,68201
200716,Bodh,Billingsley,Engineer,1996-12-16,40000
407861,Bodh,Birta,Senior Staff,1988-12-01,64264
407562,Bodh,Budinsky,Staff,1985-10-20,83691
266038,Bodh,Chinin,Senior Engineer,1990-05-30,40000
246700,Bodh,Cools,Senior Engineer,1987-01-18,51502
13341,Bodh,Doering,Senior Staff,1986-03-11,40000
467360,Bodh,Garnier,Senior Engineer,1986-10-30,40000
49532,Bodh,Ghazalie,Senior Staff,1986-08-13,48963
17068,Bodh,Gopalakrishnan,Assistant Engineer,1994-09-01,40000
498888,Bodh,Jervis,Engineer,1987-01-07,40000
33743,Bodh,Junet,Staff,1988-05-17,40000
468802,Bodh,Karnin,Senior Engineer,1989-11-24,40000
77340,Bodh,Khalil,Engineer,1991-08-26,40000
272766,Bodh,Kilgore,Senior Engineer,1986-01-26,46713
404172,Bodh,Lamparter,Senior Staff,1986-10-29,80728
433631,Bodh,Luff,Senior Staff,1992-03-28,89623
274612,Bodh,Masaki,Senior Staff,1987-06-14,64136
404914,Bodh,Matzel,Senior Engineer,1988-02-05,40000
251327,Bodh,McAlpine,Senior Staff,1988-07-11,40000
32303,Bodh,Merli,Senior Staff,1999-04-23,56708
259202,Bodh,Moehrke,Senior Engineer,1999-11-06,40000
234428,Bodh,Perin,Staff,2000-01-14,91118
70023,Bodh,Plotkin,Senior Engineer,1990-03-14,55500
214311,Bodh,Potthoff,Senior Staff,1985-10-04,45876
235512,Bodh,Ranka,Senior Staff,1997-08-23,40000
10451,Bodh,Ranta,Senior Engineer,1988-03-12,46275
109621,Bodh,Remmers,Engineer,1988-12-07,40000
476158,Bodh,Serre,Senior Engineer,1986-04-24,57570
89532,Bodh,Siochi,Engineer,1989-10-11,45089
57380,Bodh,Verhoeff,Senior Engineer,1987-02-19,40000
447530,Bodh,Zeidenstein,Senior Staff,1988-06-16,52912
204881,Bodh,Zultner,Engineer,1998-02-13,40000
243057,Bodo,Atrawala,Staff,1988-03-26,40000
461769,Bodo,Birge,Engineer,1992-06-07,66139
109393,Bodo,Birrer,Senior Engineer,1987-07-27,48912
20197,Bodo,Braccini,Staff,1988-04-09,40000
430813,Bodo,Carrere,Staff,1987-06-12,40000
77722,Bodo,Denti,Staff,1985-03-11,40000
40474,Bodo,Duclos,Staff,1987-10-17,71797
481128,Bodo,Gulak,Staff,1986-09-11,40000
402011,Bodo,Hatcliff,Staff,1998-02-01,64305
457606,Bodo,Janocha,Senior Staff,1991-12-28,67984
462759,Bodo,Kaiserswerth,Assistant Engineer,1995-12-10,54373
258292,Bodo,Leivant,Senior Staff,1993-11-01,49669
497092,Bodo,Linares,Senior Engineer,1987-04-29,40000
74156,Bodo,Lovengreen,Senior Staff,1985-09-10,40000
208227,Bodo,Merro,Staff,1993-10-28,40000
227487,Bodo,Nishimukai,Senior Engineer,1986-06-07,43199
275908,Bodo,Ratnaker,Senior Engineer,1988-09-14,40000
446522,Bodo,Ratzlaff,Engineer,1985-11-23,40000
282834,Bodo,Reeken,Senior Staff,1995-03-16,55968
236329,Bodo,Rosay,Senior Engineer,1987-08-31,46501
474657,Bodo,Rothe,Engineer,1986-01-16,71696
488794,Bodo,Serdy,Senior Staff,1987-03-11,79213
462368,Bodo,Tsukune,Senior Engineer,1995-11-04,40000
473577,Bodo,Vesna,Senior Engineer,1987-11-26,56777
71644,Bogdan,Azuma,Staff,1985-05-03,40000
16471,Bogdan,Birta,Staff,1999-08-03,44976
227907,Bogdan,Camurati,Engineer,1995-12-28,40000
94382,Bogdan,Eugenio,Engineer,1985-07-14,53029
241327,Bogdan,Gist,Staff,1991-10-13,55605
454379,Bogdan,Gulak,Senior Engineer,1985-06-21,40000
11139,Bogdan,Homond,Senior Staff,1990-05-11,63596
407724,Bogdan,Kambil,Senior Staff,1998-03-22,40000
93681,Bogdan,Klassen,Senior Staff,1988-06-16,87145
91500,Bogdan,Kriebel,Engineer,1997-04-13,42243
475920,Bogdan,Matzke,Staff,1993-10-19,64992
95625,Bogdan,Negoita,Senior Engineer,1985-05-04,48311
282079,Bogdan,Nitsche,Staff,1988-06-19,53414
66801,Bogdan,Orlowska,Senior Engineer,1986-04-21,43258
102856,Bogdan,Peron,Staff,1988-10-21,40000
37424,Bogdan,Perri,Senior Engineer,1985-09-12,40000
261732,Bogdan,Pfau,Senior Staff,1995-03-06,46948
261109,Bogdan,Quadeer,Engineer,1999-04-18,45502
18857,Bogdan,Roison,Engineer,1987-09-23,40000
466743,Bogdan,Salvesen,Engineer,1998-03-04,49335
216658,Bogdan,Scallan,Senior Staff,1986-08-26,44379
455806,Bogdan,Schahn,Senior Staff,1988-10-04,50357
492998,Bogdan,Schicker,Engineer,1993-05-24,42894
63072,Bogdan,Siegrist,Engineer,1987-10-22,40000
231339,Bogdan,Skrikant,Engineer,1992-06-20,48902
95046,Bogdan,Spinelli,Staff,1987-08-14,62929
23626,Bogdan,Vilarrasa,Staff,1987-06-23,40000
72598,Bogdan,Vural,Engineer,1985-11-12,45158
21926,Boguslaw,Aloisi,Engineer,1995-12-31,73514
56350,Boguslaw,Ariola,Staff,1985-12-04,94476
50218,Boguslaw,Baer,Senior Staff,1986-07-26,60903
75201,Boguslaw,Basagni,Senior Staff,1986-10-29,62433
258867,Boguslaw,Berendt,Senior Engineer,1987-05-30,40000
288578,Boguslaw,Birrer,Senior Staff,1987-05-18,54156
431951,Boguslaw,Brobst,Senior Engineer,1987-05-31,40648
13966,Boguslaw,Cooman,Senior Staff,1990-12-26,40000
428086,Boguslaw,Danecki,Senior Staff,1987-10-11,40000
408886,Boguslaw,Erni,Staff,1985-11-19,52637
105100,Boguslaw,Fabrizio,Engineer,1995-03-31,40000
478292,Boguslaw,Fasbender,Senior Engineer,1985-12-13,47958
264292,Boguslaw,Frolund,Engineer,1998-08-18,60054
20489,Boguslaw,Garrabrants,Engineer,1985-10-22,47269
